Job name        : lfb-uc_ndcs
Num hosts       : 1
Num cores       : 40
Num of tasks    : 1
Job Output Follows ...
===============================================================================

[Benchmark] fixed number of agents: 150
[Benchmark] node-to-agent ratios: [1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0]
[Benchmark] algorithms: [EDF, BNT, CTS, ANT-e]
[Benchmark] replicates: 100
[Benchmark] problem classes: [UC_NDCS]
[Benchmark] session started

[Setup] extracting task records... done.
[Setup] extracting station records... done.
[Setup] initialisation completed.
[    1] EDF [score: 8071.0, median singleton score: 61.0, visited nodes (%): 90.66667175292969, solving time (ms): 71.0, median approximation score: 1.3299319744110107]
[    1] BNT [score: 8098.0, median singleton score: 75.0, visited nodes (%): 67.33333587646484, solving time (ms): 1743.0, median approximation score: 1.3951219320297241]
[    1] CTS [score: 1155.0, median singleton score: 577.5, visited nodes (%): 1.3333333730697632, solving time (ms): 1406.0, median approximation score: 0.0]
[    1] ANT-e [score: 6336.0, median singleton score: 47.0, visited nodes (%): 94.66666412353516, solving time (ms): 49371.0, median approximation score: 0.0]
[    2] EDF [score: 6817.0, median singleton score: 54.0, visited nodes (%): 86.66666412353516, solving time (ms): 31.0, median approximation score: 1.1734949350357056]
[    2] BNT [score: 6274.0, median singleton score: 60.0, visited nodes (%): 64.0, solving time (ms): 1164.0, median approximation score: 1.1111111640930176]
[    2] CTS [score: 17285.0, median singleton score: 134.0, visited nodes (%): 85.33333587646484, solving time (ms): 377.0, median approximation score: 2.6852381229400635]
[    2] ANT-e [score: 6299.0, median singleton score: 45.0, visited nodes (%): 90.0, solving time (ms): 617.0, median approximation score: 0.0]
[    3] EDF [score: 6513.0, median singleton score: 50.0, visited nodes (%): 86.0, solving time (ms): 30.0, median approximation score: 1.1427560448646545]
[    3] BNT [score: 6846.0, median singleton score: 65.0, visited nodes (%): 67.33333587646484, solving time (ms): 1270.0, median approximation score: 1.1519607901573181]
[    3] CTS [score: 13713.0, median singleton score: 186.0, visited nodes (%): 45.333335876464844, solving time (ms): 745.0, median approximation score: 0.0]
[    3] ANT-e [score: 6087.0, median singleton score: 44.0, visited nodes (%): 90.66667175292969, solving time (ms): 629.0, median approximation score: 0.0]
[    4] EDF [score: 7200.0, median singleton score: 56.0, visited nodes (%): 87.33333587646484, solving time (ms): 30.0, median approximation score: 1.2089438438415527]
[    4] BNT [score: 7020.0, median singleton score: 66.0, visited nodes (%): 56.66666793823242, solving time (ms): 1125.0, median approximation score: 1.1281818151474]
[    4] CTS [score: 17836.0, median singleton score: 144.0, visited nodes (%): 75.33333587646484, solving time (ms): 436.0, median approximation score: 2.777678608894348]
[    4] ANT-e [score: 6379.0, median singleton score: 46.0, visited nodes (%): 90.0, solving time (ms): 622.0, median approximation score: 0.0]
[    5] EDF [score: 7640.0, median singleton score: 59.0, visited nodes (%): 90.0, solving time (ms): 30.0, median approximation score: 1.2327380776405334]
[    5] BNT [score: 7762.0, median singleton score: 76.0, visited nodes (%): 64.0, solving time (ms): 1338.0, median approximation score: 1.3470169305801392]
[    5] CTS [score: 4760.0, median singleton score: 205.0, visited nodes (%): 12.0, solving time (ms): 1458.0, median approximation score: 0.0]
[    5] ANT-e [score: 6787.0, median singleton score: 48.0, visited nodes (%): 91.33333587646484, solving time (ms): 628.0, median approximation score: 0.0]
[    6] EDF [score: 7245.0, median singleton score: 56.5, visited nodes (%): 86.66666412353516, solving time (ms): 29.0, median approximation score: 1.1869703531265259]
[    6] BNT [score: 7015.0, median singleton score: 76.0, visited nodes (%): 60.66666793823242, solving time (ms): 1220.0, median approximation score: 1.244565188884735]
[    6] CTS [score: 0.0, median singleton score: 0.0, visited nodes (%): 0.0, solving time (ms): 3.0, median approximation score: 0.0]
[    6] ANT-e [score: 6636.0, median singleton score: 48.0, visited nodes (%): 89.33332824707031, solving time (ms): 612.0, median approximation score: 0.0]
[    7] EDF [score: 8336.0, median singleton score: 65.0, visited nodes (%): 91.33333587646484, solving time (ms): 32.0, median approximation score: 1.2539843320846558]
[    7] BNT [score: 7855.0, median singleton score: 81.0, visited nodes (%): 64.0, solving time (ms): 1344.0, median approximation score: 1.2529069781303406]
[    7] CTS [score: 17835.0, median singleton score: 155.0, visited nodes (%): 79.33333587646484, solving time (ms): 390.0, median approximation score: 2.5999999046325684]
[    7] ANT-e [score: 7029.0, median singleton score: 50.0, visited nodes (%): 95.33332824707031, solving time (ms): 619.0, median approximation score: 0.0]
[    8] EDF [score: 6976.0, median singleton score: 49.0, visited nodes (%): 93.33333587646484, solving time (ms): 30.0, median approximation score: 1.1458966732025146]
[    8] BNT [score: 7723.0, median singleton score: 63.0, visited nodes (%): 78.0, solving time (ms): 1392.0, median approximation score: 1.3027777671813965]
[    8] CTS [score: 11995.0, median singleton score: 189.5, visited nodes (%): 36.0, solving time (ms): 817.0, median approximation score: 0.0]
[    8] ANT-e [score: 6214.0, median singleton score: 44.0, visited nodes (%): 94.0, solving time (ms): 660.0, median approximation score: 0.0]
[    9] EDF [score: 8638.0, median singleton score: 64.0, visited nodes (%): 90.66667175292969, solving time (ms): 32.0, median approximation score: 1.3168699741363525]
[    9] BNT [score: 8303.0, median singleton score: 77.0, visited nodes (%): 62.0, solving time (ms): 1396.0, median approximation score: 1.3670033812522888]
[    9] CTS [score: 11693.0, median singleton score: 218.5, visited nodes (%): 26.666667938232422, solving time (ms): 1483.0, median approximation score: 0.0]
[    9] ANT-e [score: 7154.0, median singleton score: 49.0, visited nodes (%): 92.0, solving time (ms): 633.0, median approximation score: 0.0]
[   10] EDF [score: 7460.0, median singleton score: 56.0, visited nodes (%): 88.66666412353516, solving time (ms): 29.0, median approximation score: 1.227629542350769]
[   10] BNT [score: 7686.0, median singleton score: 71.0, visited nodes (%): 69.33333587646484, solving time (ms): 1324.0, median approximation score: 1.3030611872673035]
